"unique_id","leaf","saturated.water.content","osm.pot.fullturgor","apoplastic.fraction","relative.water.deficit.attlp","relative.water.content.attlp","sym.rwd.attlp","sym.rwc.attlp","leaf.waterpotential.attlp","modulus","modulus_sym","cap.ft.bulk","cap.ft.sym","cap.tlp.bulk","cap.tlp.sym"
"magr_2",2,2.27052753636415,-1.61375667160014,62.2733972584966,9.36321094878798,90.636789051212,24.8185902476912,75.1814097523088,-2.14648365455874,17.2350775863811,6.50220925320389,0.0490927664353192,0.130127715903006,0.0940574204577159,0.249313252778635
"magr_3",3,1.8575045665798,-2.09512612883358,29.0845727737357,13.2316124596242,86.7683875403758,18.6582990149761,81.3417009850239,-2.57570975706461,15.8342464701622,11.2289235323752,0.0450044324269681,0.063462118451851,0.190357837546686,0.268429374245079
"magr_4",4,1.62489590547777,-1.55284121478936,63.6059802586556,11.0691543514109,88.9308456485891,30.4147616286423,69.5852383713577,-2.23156699773343,14.0285442364567,5.10555115883929,0.0468711430303123,0.128788035406448,0.116571389010491,0.320303692307073
"magr_5",5,2.5833531683099,-1.66512497963125,56.6752796506489,16.7999729303057,83.2000270696943,38.7768756378304,61.2231243621696,-2.71976478982205,9.91147418236319,4.29411847200699,0.0551703632211769,0.127341533370113,0.958057160113028,2.21134066737808
"magr_6",6,3.13092182361922,-1.199859532025,62.937930159472,13.439964194404,86.560035805596,36.2633934160557,63.7366065839443,-1.88252810485718,8.92755006389518,3.30873483972893,0.0673405582577012,0.18169670109483,0.051236990674277,0.138246436032152
"mala_1",1,0.818674006527727,-2.47969747159353,-102.024582408842,12.8899287970546,87.1100712029454,6.38037640932675,93.6196235906732,-2.64869412681613,19.2374799786337,38.8644385928194,0.0712583267110763,0.0352721069195773,0.437823952483663,0.216718157396127
"mala_2",2,0.415800308368863,-2.90453263649112,-58.9902664434211,13.0498414043141,86.9501585956859,8.20794989293134,91.7920501070687,-3.16425293160268,22.2572255593154,35.3868222196689,0.084037366525455,0.0528569253988645,0.220112683352794,0.138444125088075
"mala_3",3,0.538622530875498,-2.44362390231854,-37.5242783567644,10.0114366290908,89.9885633709092,7.27975943499893,92.7202405650011,-2.63548054602538,24.4083241282073,33.5673716162971,0.0384228808937574,0.0279389801952504,0.253558114607368,0.184373346755247
"mala_4",4,0.517724761433718,-2.55595112274874,-19.3018331830794,10.0314724026577,89.9685275973423,8.4084813577538,91.5915186422462,-2.79059803859373,25.4793216803504,30.3972978472717,0.0582343807593956,0.0488126453765632,0.257424603028395,0.215775898961548
"mala_5",5,0.472073707627957,-2.49924363302366,-13.2924020103645,6.35691868912361,93.6430813108764,5.61107238995784,94.3889276100422,-2.64781441669623,39.3153311414814,44.5412830085131,0.0525831422612611,0.0464136529265665,0.226792425943845,0.200183262001186
"mala_6",6,0.565950256295578,-2.47960030912728,-17.0906623085777,14.1259229034376,85.8740770965624,12.064090017879,87.935909982121,-2.81978125845452,17.5535455352363,20.5535627258459,0.0613300111039568,0.0523782254662881,0.17532837723462,0.149737283723414
"moma_1",1,0.0412364439853622,-0.606797392990305,59.0464369585962,12.8915736394184,87.1084263605816,31.4785153770018,68.5214846229982,-0.885557860178999,4.70693035592573,1.92765569062902,0.0743579096977546,0.181566399051968,0.124972620945901,0.305156893966843
"moma_3",3,0.0161438260996431,-0.975745251107327,13.5417362371356,13.5516044777075,86.4483955222925,15.6741575506033,84.3258424493967,-1.15711295940253,7.20021937411497,6.22518465797718,0.0659921399051393,0.0763283196226805,0.380874376256252,0.440529753524666
"moma_4",4,0.0282622488298581,-0.853564341661997,24.1714850261271,13.5608412614226,86.4391587385774,17.8835643373671,82.1164356626329,-1.03945615122505,6.29433178375289,4.7728983191483,0.101300140747766,0.133591091402317,0.403057512337905,0.531538185175828
